id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0,-0.26064780489439815,-0.46964845005363426,2.4962660826315637,-0.08372391267814633,0.1296812361545678,0.7328982498449426,0.5190136179018007,-0.13000604758867731,0.7271592691096374,0.6377345411881967,-0.9870200098799841,0.2934381004820159,-0.9413861250929441,0.5490198936308889,1.8048785784684263,0.2155979938725388,0.5123066605849524,0.3336437173298195,0.12427015635408474,0.09120189881650709,-0.11055167961012961,0.21760614382950005,-0.1347944948772723,0.1659591154312752,0.1262799761446219,-0.43482398075374323,-0.08123010860166756,-0.1510454864555771,17982.1,0
1,0.9850997342386376,-0.3560450929163436,0.5580563509382045,-0.4296539034065106,0.2771402629466986,0.4286045153379263,0.4064660422512956,-0.13311827417649086,0.3474518951767279,0.5298079844330024,0.14010733071951936,1.56424576778617,0.5740740122153044,0.6277187366771656,0.7061213272690174,0.7891883649573925,0.40380988162701126,0.20179937246690233,-0.3406870994105202,-0.2339841559621429,-0.19493596375310734,-0.6057609055521909,0.07946907582376135,-0.5773948740161742,0.1900897076741061,0.2965027040269081,-0.24805205857704948,-0.0645119229692018,6531.37,0
2,-0.26027161274297056,-0.9493846066454119,1.7285377761514877,-0.4579862888424837,0.07406165434922213,1.4194811432767418,0.7435110747693963,-0.09557601337146092,-0.2612966191422005,0.6907077998548777,-0.27298492529876855,0.6592006642046833,0.8051731885973652,0.6168743863580851,3.0690247739919467,-0.5775135224933788,0.8865259684145712,0.239441660979288,-2.3660789277247263,0.3616523101955929,-0.0050202777531307315,0.7029063846645285,0.9450454906841043,-1.1546656286835624,-0.6055636614145458,-0.3128945478459945,-0.30025803544491,-0.24471822939465607,2513.54,0
3,-0.15215210191356718,-0.508958707673651,1.746840058804548,-1.090177941714601,0.2494857726542817,1.1433122633143087,0.5182685727677246,-0.0651299167095495,-0.2056976045189998,0.5752307097017012,-0.7525809603241911,0.7374829573995879,0.5929936683157765,0.559534988563895,-0.6976637148347814,-0.030668983889528916,0.24262916568901816,2.1786159998246157,-1.3450602298636216,-0.3782233481610685,-0.1469271369017256,-0.038212457850069326,-0.21404818976618672,-1.8931311053959845,1.0039631060422864,-0.5159502587046078,-0.16531649030384224,0.048423625556267516,5384.44,0
4,-0.2068195207397724,-0.16528020377717972,1.5270526784614766,-0.44829266295851267,0.10612511416543663,0.5305488615008258,0.658849134344094,-0.21266001147475838,1.0499208392737625,0.9680461083540552,-1.203171106948886,1.0295774241594398,1.439310226262037,0.24145399906423046,0.1530078543748829,0.22453812914300111,0.3664661955649724,0.2917815527861102,0.44531670875705803,0.24723701340838045,-0.10698401767348882,0.729727387309421,-0.16166570362789645,0.31256100953490806,-0.4141161944011353,1.071125586437274,0.023711598569375818,0.419117267018846,14278.97,0
5,0.02530229184371973,-0.14051381069867852,1.1911377729432047,-0.7079788118561594,0.4304903210757426,0.45897319169566103,0.611049586735272,-0.09262860612154547,0.18081135681886482,0.45178842019701815,0.03607130512402712,0.8772388982929232,-0.2897211432275731,0.6309924516919941,0.5602008596535647,0.7411315507055352,0.42176631893290545,0.3625038888856569,-0.24274884653008058,-0.07640029655293679,-0.1877393552725504,-0.5385181125792958,-0.050464986450855655,-0.6315530619299042,-0.45647996173526484,0.2526698696704796,0.06668092979208433,0.09581150731982829,6901.49,0
6,1.0164817337746619,-0.3971805392710764,0.4978676895018615,-0.14446279371757967,0.3310218239728978,0.6292427694008561,0.4312624487933091,-0.13400745217689292,0.7961590291922901,0.557014660619282,-1.735015951732288,0.5234247658240413,-0.6936217229367372,0.7965671281425528,0.011267593583800287,0.2282700338156174,0.44158385868705896,-0.032927589881821706,-0.25344737420943425,-0.39034261782755525,-0.17113728839400522,-0.2870170605830907,-0.17819669014930248,-1.2975971503788275,1.1825028840206888,-0.6042279473815688,-0.19816330728667766,-0.0876193386381244,18954.45,0
7,-0.05130608522134982,-0.007194479368535587,1.1399408997130955,-0.8778799020880308,0.6846677833552468,0.7143261109667721,0.8926151159502262,-0.9084091416596092,0.9019383336771785,1.258025377509123,-1.03942134592312,0.82274856130766,1.8535209771973986,0.17663708036544112,0.7695139017543864,0.4204033503057252,0.11241920589459223,0.10115550746858858,0.05892462132645648,-0.3247579316691717,0.6206762489642831,-0.9204257159701806,0.034660375591898794,-1.0915267633223862,-0.742074797754192,-0.10486268427665074,-1.3825217651611352,-2.7482678256229804,12298.23,0
8,-0.13068042969174304,-0.3495468967868306,0.4257863396969593,-0.7604440582393063,1.7027774311082158,2.3248160166720564,0.5689684197676761,0.049099674946254994,0.27311771829671927,0.4375179115384857,-1.107171841510061,0.5484851685885477,-0.21607753198491284,0.7426163890127919,-0.39440833714714435,0.3459128845334024,0.29157980849423654,0.3970626050176964,0.2593451040527162,-0.10916381641344518,-0.13278737366504198,-0.2847004193996264,-0.22777882527441318,2.248754184052017,0.5348460273987021,-0.9297382501753626,-0.22438485441923584,0.24378980775573642,22052.9,0
9,0.058419399176971705,-0.0935068917934667,1.1172701407774646,-0.7351717624989681,0.4661111695196928,0.33237139432169915,0.6834247268770631,-0.13667427251343456,0.09640944479599943,0.45346863025716205,-0.09641167380197799,1.3169024023859224,1.097693277260692,0.4913844677341842,0.12445143176301239,1.01849575160452,0.2804037306449175,0.6680907312518722,0.16329359284270006,0.04342830080882724,-0.20363435256911527,-0.601580957713407,-0.14508225169335964,-0.6547826728811798,-0.19662079696395796,0.22681825386862134,0.05711907748028954,0.10062926707495061,210.35,0
